reviews,ratings,votes,class,classnum
"I'm very happy complete my course learning new skills like creating pivot tables ,VLOOK UP functions ,some calculations in SQL and creating temporary tables in SQL.",5,0,good,1
V<U+200B>ery Challenging Phase for me. I learned more in this section than I expected. I will spend the next week or two reviewing pivot tables for excel and SQL functions,5,0,good,1
The course presentation was exceptional.  In the video Q& A's were a nice touch as they serve as a periodic reminder of seeing if you are retaining the information.,5,0,good,1
Quiete challenging for me who new in data analytics. There is a lot of practical exercise. Thanks Google and all the team members behind this certificate program,5,0,good,1
This course gives excellent knowledge about the data analysis phase. The best thing is that this course covers all the basics if you are new to data analytics. ,5,0,good,1
"Google course video are well balanced with details and exercises to help you retain, review topics easily to be successful.  Very cost effective way to learn. ",5,0,good,1
"Great content, really puts it into prespective on how to do the analysis process, and gives you greater confidence in knowing ""what"" to do and ""how"" to do it",5,0,good,1
"that was really the first course in the whole program that i actually learned anything. it was full of practice, the pace was good and a lot of information.",5,0,good,1
"This was a little tough one for me since the SQL queries got somewhat ahead. However, learning this made me realize how much exposure I still have to get. ",5,0,good,1
Good solid introduction to Data Analysis.  You should know Excel pretty well or plan on working with it a lot in both this course and in the real world.,5,0,good,1
The course tutor presents at times difficult material in the most sensible and straight manner. This helps me a lot in learning about writing a query. ,5,0,good,1
The course was very well balanced and included very good resources and and the instructor also had a very clear and orderly method of teaching.,5,0,good,1
